timestamp,rank,title,link
2026-03-27 01:19:26 UTC,1,Spanish woman dies by euthanasia after long legal battle with father,https://www.bbc.co.uk/news/articles/c7vqdd23y0vo
2026-03-27 01:19:26 UTC,2,'Housebound' benefit cheat caught ziplining in Mexico,https://www.bbc.co.uk/news/articles/cn4vmw27x13o
2026-03-27 01:19:26 UTC,3,Ex-BBC presenter Alex Belfield recalled to prison,https://www.bbc.co.uk/news/articles/cgrln2yrge9o
2026-03-27 01:19:26 UTC,4,Three charts that are warning signs flashing for Trump on Iran war,https://www.bbc.co.uk/news/articles/c3w384px52no
2026-03-27 01:19:26 UTC,5,'Trump extends Hormuz deadline' and 'One hour of screen a day',https://www.bbc.co.uk/news/articles/c4g5721y552o
2026-03-27 01:19:26 UTC,6,Sarah Ferguson stripped of Freedom of City of York title,https://www.bbc.co.uk/news/articles/c3w3ez3xp92o
2026-03-27 01:19:26 UTC,7,UK forecast to see biggest hit to growth from Iran war out of major economies,https://www.bbc.co.uk/news/articles/cgk0j71g417o
2026-03-27 01:19:26 UTC,8,"Screen time for under-fives should be limited to one hour a day, parents told",https://www.bbc.co.uk/news/articles/c1d936n7445o
2026-03-27 01:19:26 UTC,9,NS&I boss replaced as savers left waiting for millions of pounds,https://www.bbc.co.uk/news/articles/c3w3eg4n9zwo
2026-03-27 01:19:26 UTC,10,Zelensky visits Saudi Arabia after offering Ukraine's drone expertise,https://www.bbc.co.uk/news/articles/cx2r4wxdw3no
