timestamp,rank,title,link
2025-10-05 00:54:43 UTC,1,FBI agent suspended over refusal to 'perp walk' former director,https://www.bbc.co.uk/news/articles/ce8052nz9m7o
2025-10-05 00:54:43 UTC,2,Nearly 500 arrested at Palestine Action protest in London,https://www.bbc.co.uk/news/articles/ceq2e9x19g8o
2025-10-05 00:54:43 UTC,3,Shock in Gaza as Trump appears to welcome Hamas response to US peace plan,https://www.bbc.co.uk/news/articles/c15k199j1x3o
2025-10-05 00:54:43 UTC,4,Damage and disruption as Storm Amy hits UK,https://www.bbc.co.uk/news/articles/c0lky9nn948o
2025-10-05 00:54:43 UTC,5,"Tories pledge to remove 750,000 migrants under borders plan",https://www.bbc.co.uk/news/articles/c708g5x2yqzo
2025-10-05 00:54:43 UTC,6,Teen jailed in Dubai dies after London police chase,https://www.bbc.co.uk/news/articles/c3e7yyjw77qo
2025-10-05 00:54:43 UTC,7,Netanyahu says he hopes to announce hostage release in the 'coming days',https://www.bbc.co.uk/news/articles/c5yqv4lz0geo
2025-10-05 00:54:43 UTC,8,Taylor Swift says diss track is 'love letter to someone who hates me',https://www.bbc.co.uk/news/articles/ckg24xvyzxwo
2025-10-05 00:54:43 UTC,9,"Environment prize nominees 'heroes of our time', says William",https://www.bbc.co.uk/news/articles/cz08591znr8o
2025-10-05 00:54:43 UTC,10,They paid thousands for a cruise that hasn't sailed. Now they can't get their money back,https://www.bbc.co.uk/news/articles/c8xrd29r5ywo
2025-10-05 02:25:42 UTC,1,"'Tory 'ICE' force would deport 150,000 a year' and 'Tony of Arabia'",https://www.bbc.co.uk/news/articles/c9wd0101j0go
2025-10-05 02:25:42 UTC,2,Trump authorises deployment of 300 National Guard troops to Chicago,https://www.bbc.co.uk/news/articles/c2dnk0ee6pyo
2025-10-05 02:25:42 UTC,3,Nearly 500 arrested at Palestine Action protest in London,https://www.bbc.co.uk/news/articles/ceq2e9x19g8o
2025-10-05 02:25:42 UTC,4,Shock in Gaza as Trump appears to welcome Hamas response to US peace plan,https://www.bbc.co.uk/news/articles/c15k199j1x3o
2025-10-05 02:25:42 UTC,5,"Tories pledge to remove 750,000 migrants under borders plan",https://www.bbc.co.uk/news/articles/c708g5x2yqzo
2025-10-05 02:25:42 UTC,6,The before and after images showing glaciers vanishing before our eyes,https://www.bbc.co.uk/news/articles/ce32ezzq6zlo
2025-10-05 02:25:42 UTC,7,FBI agent suspended over refusal to 'perp walk' former director,https://www.bbc.co.uk/news/articles/ce8052nz9m7o
2025-10-05 02:25:42 UTC,8,Teen jailed in Dubai dies after London police chase,https://www.bbc.co.uk/news/articles/c3e7yyjw77qo
2025-10-05 02:25:42 UTC,9,Netanyahu says he hopes to announce hostage release in the 'coming days',https://www.bbc.co.uk/news/articles/c5yqv4lz0geo
2025-10-05 02:25:42 UTC,10,Late nights and packed lectures - why freshers' flu is so hard to dodge,https://www.bbc.co.uk/news/articles/c147218x7rgo
