timestamp,position,title,link
2025-07-16 00:57:57 UTC,1,John Torode sacked as MasterChef host after racist language allegation upheld,https://www.bbc.co.uk/news/articles/c8j1vzngdjpo
2025-07-16 00:57:57 UTC,2,Thousands of Afghans were moved to UK in secret scheme after data breach,https://www.bbc.co.uk/news/articles/cvg8zy78787o
2025-07-16 00:57:57 UTC,3,Frank Gardner: Three key questions after Afghan data leak,https://www.bbc.co.uk/news/articles/c9w12kdg5zko
2025-07-16 00:57:57 UTC,4,Under-pressure BBC boss getting tough after controversies,https://www.bbc.co.uk/news/articles/c20pyjggzzro
2025-07-16 00:57:57 UTC,5,Men who felled Sycamore Gap tree in act of 'sheer bravado' jailed,https://www.bbc.co.uk/news/articles/c93969ln7zwo
2025-07-16 00:57:57 UTC,6,Man who murdered British backpacker Peter Falconio dies,https://www.bbc.co.uk/news/articles/cjrlg4x8e78o
2025-07-16 00:57:57 UTC,7,Kew Gardens' Palm House will close for five years for major makeover,https://www.bbc.co.uk/news/articles/cpwq08rxxklo
2025-07-16 00:57:57 UTC,8,Adolescence star Owen Cooper becomes Emmys' youngest supporting actor nominee,https://www.bbc.co.uk/news/articles/cjelpe2y3plo
2025-07-16 00:57:57 UTC,9,"I'm 'disappointed but not done' with Putin, Trump tells BBC",https://www.bbc.co.uk/news/articles/c1e02q12z32o
2025-07-16 00:57:57 UTC,10,"Physician associates need new job title, says review",https://www.bbc.co.uk/news/articles/c70r7d7z0wro
2025-07-16 02:53:51 UTC,1,John Torode sacked as MasterChef host after racist language allegation upheld,https://www.bbc.co.uk/news/articles/c8j1vzngdjpo
2025-07-16 02:53:51 UTC,2,Thousands of Afghans were moved to UK in secret scheme after data breach,https://www.bbc.co.uk/news/articles/cvg8zy78787o
2025-07-16 02:53:51 UTC,3,Frank Gardner: Three key questions after Afghan data leak,https://www.bbc.co.uk/news/articles/c9w12kdg5zko
2025-07-16 02:53:51 UTC,4,Under-pressure BBC boss getting tough after controversies,https://www.bbc.co.uk/news/articles/c20pyjggzzro
2025-07-16 02:53:51 UTC,5,Men who felled Sycamore Gap tree in act of 'sheer bravado' jailed,https://www.bbc.co.uk/news/articles/c93969ln7zwo
2025-07-16 02:53:51 UTC,6,Man who murdered British backpacker Peter Falconio dies,https://www.bbc.co.uk/news/articles/cjrlg4x8e78o
2025-07-16 02:53:51 UTC,7,Kew Gardens' Palm House will close for five years for major makeover,https://www.bbc.co.uk/news/articles/cpwq08rxxklo
2025-07-16 02:53:51 UTC,8,Adolescence star Owen Cooper becomes Emmys' youngest supporting actor nominee,https://www.bbc.co.uk/news/articles/cjelpe2y3plo
2025-07-16 02:53:51 UTC,9,"I'm 'disappointed but not done' with Putin, Trump tells BBC",https://www.bbc.co.uk/news/articles/c1e02q12z32o
2025-07-16 02:53:51 UTC,10,"Physician associates need new job title, says review",https://www.bbc.co.uk/news/articles/c70r7d7z0wro
